_id,alias
64cc2db4830ba29148da5ec3,"Meier, Paul"
64cc2db4830ba29148da5ecb,Persia Woolley
64cc2db4830ba29148da5ecb,"Woolley, Persia"
64cc2db4830ba29148da5ece,"Chambers, Aidan"
64cc2db4830ba29148da5ed1,"Gill, Bartholomew"
64cc2db4830ba29148da5ed5,"Das, Lama Surya"
64cc2db4830ba29148da5ede,Aleister Crowley
64cc2db4830ba29148da5ede,"Crowley, Aleister"
64cc2db4830ba29148da5ee1,Avi
64cc2db4830ba29148da5ee2,"Bing, Stanley"
64cc2db4830ba29148da5ee2,Stanley Bing
64cc2db4830ba29148da5ee6,"Hightower, Jim"
64cc2db4830ba29148da5ee7,"O'Brien, Conor Cruise"
64cc2db4830ba29148da5ef2,"Murdoch, Iris"
64cc2db4830ba29148da5ef2,Iris Murdoch
64cc2db4830ba29148da5ef2,IRIS MURDOCH
64cc2db4830ba29148da5ef2,Iris  Murdoch
64cc2db4830ba29148da5efd,Jonathan Raban
64cc2db4830ba29148da5efd,"Raban, Jonathan"
64cc2db4830ba29148da5f00,Tracie Peterson
64cc2db4830ba29148da5f00,"Peterson, Tracie"
64cc2db4830ba29148da5f05,"Clowes, Daniel"
64cc2db4830ba29148da5f05,Daniel Clowes
64cc2db4830ba29148da5f0b,"Defoe, Daniel"
64cc2db4830ba29148da5f0b,Daniel Defoe
64cc2db4830ba29148da5f14,Hermann Palsson
64cc2db4830ba29148da5f24,"Paterson, Katherine"
64cc2db4830ba29148da5f24,Katherine Paterson
64cc2db4830ba29148da5f25,"Robbins, Anthony"
64cc2db4830ba29148da5f25,Anthony Robbins
64cc2db4830ba29148da5f26,"O'Shaughnessy, Perri"
64cc2db4830ba29148da5f26,Perri O'Shaughnessy
64cc2db4830ba29148da5f27,"Covey, Stephen R."
64cc2db4830ba29148da5f27,Stephen R. Covey
64cc2db4830ba29148da5f28,"Merrill, A. Roger"
64cc2db4830ba29148da5f28,A. Roger Merrill
64cc2db4830ba29148da5f29,"Merrill, Rebecca R."
64cc2db4830ba29148da5f29,Rebecca R. Merrill
64cc2db4830ba29148da5f2a,Marilu Henner
64cc2db4830ba29148da5f2a,"Henner, Marilu"
64cc2db4830ba29148da5f2f,"Brady, Joan"
64cc2db4830ba29148da5f2f,Joan Brady
64cc2db4830ba29148da5f36,"Childs, Laura"
64cc2db4830ba29148da5f36,Laura Childs
64cc2db4830ba29148da5f39,"Petroski, Henry"
64cc2db4830ba29148da5f3b,"Beaton, M.C."
64cc2db4830ba29148da5f3b,"Beaton, M. C."
64cc2db4830ba29148da5f3b,M.C. Beaton
64cc2db4830ba29148da5f3b,M. C. Beaton
64cc2db4830ba29148da5f4a,"Peet, Bill"
64cc2db4830ba29148da5f51,"Layton, Edith"
64cc2db4830ba29148da5f51,Edith Layton
64cc2db4830ba29148da5f54,"Feehan, Christine"
64cc2db4830ba29148da5f54,Christine Feehan
64cc2db4830ba29148da5f60,"Fargues, Nicolas"
64cc2db4830ba29148da5f64,"Groom, Winston"
64cc2db4830ba29148da5f64,"Groom,Winston"
64cc2db4830ba29148da5f64,Winston Groom
64cc2db4830ba29148da5f66,"Keneally, Thomas"
64cc2db4830ba29148da5f66,Thomas Keneally
64cc2db4830ba29148da5f66,"KENEALLY, Thomas"
64cc2db4830ba29148da5f6a,"Green, Simon R."
64cc2db4830ba29148da5f6a,Simon R. Green
64cc2db4830ba29148da5f7c,"Holland, Barbara"
64cc2db4830ba29148da5f7d,"McKinney, Meagan"
64cc2db4830ba29148da5f7d,"Mckinney, Meagan"
64cc2db4830ba29148da5f7d,Meagan McKinney
64cc2db4830ba29148da5f7d,MEAGAN MCKINNEY
64cc2db4830ba29148da5f7f,"Oke, Janette"
64cc2db4830ba29148da5f7f,Janette Oke
64cc2db4830ba29148da5f80,"Cunningham, Laura Shaine"
64cc2db4830ba29148da5f80,Laura Shaine Cunningham
64cc2db4830ba29148da5f82,"Roe, Caroline"
64cc2db4830ba29148da5f86,James Howe
64cc2db4830ba29148da5f86,"Howe, James"
64cc2db4830ba29148da5f8c,"Roe, Francis"
64cc2db4830ba29148da5f8e,"Snelling, Lauraine"
64cc2db4830ba29148da5f8e,Lauraine Snelling
64cc2db4830ba29148da5f8e,"SNELLING, LAURAINE"
64cc2db4830ba29148da5f95,Velma Wallis
64cc2db4830ba29148da5f95,"Wallis, Velma"
64cc2db4830ba29148da5f97,"Gould, Stephen Jay"
64cc2db4830ba29148da5f97,Stephen Jay Gould
64cc2db4830ba29148da5f9a,"Giles, Molly"
64cc2db4830ba29148da5f9b,"MacDonald, George"
64cc2db4830ba29148da5f9b,"Macdonald, George"
64cc2db4830ba29148da5f9b,George MacDonald
64cc2db4830ba29148da5fa4,"Pierre, D.B.C"
64cc2db4830ba29148da5fa4,"Pierre, DBC"
64cc2db4830ba29148da5fa4,"Pierre, D. B. C."
64cc2db4830ba29148da5faf,"Selby  Jr., Hubert"
64cc2db4830ba29148da5faf,"Selby Jr., Hubert"
64cc2db4830ba29148da5faf,Hubert Selby Jr.
64cc2db4830ba29148da5fb9,"Parish, Peggy"
64cc2db4830ba29148da5fb9,Peggy Parish
64cc2db4830ba29148da5fc0,Gertrude Chandler Warner
64cc2db4830ba29148da5fc0,"Warner, Gertrude Chandler"
64cc2db4830ba29148da5fc0,"Warner, Gertrude Chandler, Illustrated by L Kate Deal"
64cc2db4830ba29148da5fc0,"warner, gertrude chandler"
64cc2db4830ba29148da5fc6,"Amis, Martin"
64cc2db4830ba29148da5fcc,"Fredriksson, Marianne"
64cc2db4830ba29148da5fcc,Marianne Fredriksson
64cc2db4830ba29148da5fd3,"Handke, Peter"
64cc2db4830ba29148da5fdb,"Klass, Perri"
64cc2db4830ba29148da5fe2,"Posadas, Carmen"
64cc2db4830ba29148da5fe2,Carmen Posadas
64cc2db4830ba29148da5fe3,"Cortazar, Julio"
64cc2db4830ba29148da5fe3,Julio Cortazar
64cc2db4830ba29148da5fe3,"Cortázar, Julio"
64cc2db4830ba29148da5fef,"Hunt, Angela Elwell"
64cc2db4830ba29148da5fef,Angela Elwell Hunt
64cc2db4830ba29148da5ff3,"Estes, Eleanor"
64cc2db4830ba29148da5ff3,Eleanor Estes
64cc2db4830ba29148da6005,"Danner, Craig Joseph"
64cc2db4830ba29148da6005,Craig Joseph Danner
64cc2db4830ba29148da600a,"Fawcett, Brian"
64cc2db4830ba29148da601a,"Dickey, James"
64cc2db4830ba29148da601a,James Dickey
64cc2db4830ba29148da601c,"Herbert, Anthony B"
64cc2db4830ba29148da601d,"Idle, Eric"
64cc2db4830ba29148da601d,Eric Idle
64cc2db4830ba29148da601e,"Lenz, Siegfried"
64cc2db4830ba29148da601e,Siegfried Lenz
64cc2db4830ba29148da6020,"Marshall, Paule"
64cc2db4830ba29148da6020,Paule Marshall
64cc2db4830ba29148da602f,Dandi Daley Mackall
64cc2db4830ba29148da602f,"Mackall, Dandi Daley"
64cc2db4830ba29148da603b,"Alcock, Vivien"
64cc2db4830ba29148da603b,Vivien Alcock
64cc2db4830ba29148da6042,"McCusker, Paul"
64cc2db4830ba29148da6042,Paul McCusker
64cc2db4830ba29148da6049,"Moura, Ann"
64cc2db4830ba29148da6049,Ann Moura
64cc2db4830ba29148da605a,"Farley, Walter"
64cc2db4830ba29148da605a,Walter Farley
64cc2db4830ba29148da605c,"O'Brian, Patrick"
64cc2db4830ba29148da605c,Patrick O'Brian
64cc2db4830ba29148da605c,"OBrian, Patrick"
64cc2db4830ba29148da605e,"Keith, William H."
64cc2db4830ba29148da605e,"Keith, William H., Jr."
64cc2db4830ba29148da605e,William H. Keith
64cc2db4830ba29148da6061,"Harrison, Harry"
64cc2db4830ba29148da6061,Harry Harrison
64cc2db4830ba29148da6064,"Goleman, Daniel"
64cc2db4830ba29148da6064,Daniel Goleman
64cc2db4830ba29148da6064,"Goleman, Daniel."
64cc2db4830ba29148da6065,Elizabeth Ann Scarborough
64cc2db4830ba29148da6065,"Scarborough, Elizabeth Ann"
64cc2db4830ba29148da6066,"Houston, Pam"
64cc2db4830ba29148da6066,Pam Houston
64cc2db4830ba29148da6067,"Christelow, Eileen"
64cc2db4830ba29148da606f,"Steger, Will"
64cc2db4830ba29148da606f,Will Steger
64cc2db4830ba29148da6070,"Stasheff, Christopher"
64cc2db4830ba29148da6070,Christopher Stasheff
64cc2db4830ba29148da607a,May Sarton
64cc2db4830ba29148da607a,"Sarton, May"
64cc2db4830ba29148da607b,"Manes, Stephen"
64cc2db4830ba29148da607b,Stephen Manes
64cc2db4830ba29148da6081,"Eschbach, Andreas"
64cc2db4830ba29148da6082,"Diamond, Marilyn"
64cc2db4830ba29148da6082,Marilyn Diamond
64cc2db4830ba29148da6087,"Conroy, Frank"
64cc2db4830ba29148da6089,"Chase, Truddi"
64cc2db4830ba29148da6089,Truddi Chase
64cc2db4830ba29148da608c,"Niles, Douglas"
64cc2db4830ba29148da608c,Douglas Niles
64cc2db4830ba29148da6091,"Hermann, Judith"
64cc2db4830ba29148da6091,Judith Hermann
64cc2db4830ba29148da6094,Gordon W. Prange
64cc2db4830ba29148da6094,"Prange, Gordon W."
64cc2db4830ba29148da609d,"Stern, Jane"
64cc2db4830ba29148da609d,Jane Stern
64cc2db4830ba29148da609e,"Stern, Michael"
64cc2db4830ba29148da609e,Michael Stern
64cc2db4830ba29148da609f,Charles Baxter
64cc2db4830ba29148da609f,"Baxter, Charles"
64cc2db4830ba29148da60a7,Ken Smith
64cc2db4830ba29148da60a7,"Smith, Ken"
64cc2db4830ba29148da60ac,Ambrose Bierce
64cc2db4830ba29148da60ac,"Bierce, Ambrose"
64cc2db4830ba29148da60d4,"Howatch, Susan"
64cc2db4830ba29148da60d4,Susan Howatch
64cc2db4830ba29148da60de,miriam-stoppard
64cc2db4830ba29148da60de,Miriam Stoppard
64cc2db4830ba29148da60de,"Stoppard, Miriam"
64cc2db4830ba29148da60e0,"Thoreau, Henry David"
64cc2db4830ba29148da60e0,Henry David Thoreau
64cc2db4830ba29148da60e4,"Stein, Harry"
64cc2db4830ba29148da60f9,"Phillips, Carly"
64cc2db4830ba29148da60f9,Carly Phillips
64cc2db4830ba29148da60fa,"Dain, Claudia"
64cc2db4830ba29148da60fa,Claudia Dain
64cc2db4830ba29148da60fc,"Lyrick, Publishing"
64cc2db4830ba29148da60fe,"Levine, John R."
64cc2db4830ba29148da60fe,John R. Levine
64cc2db4830ba29148da60ff,"Carroll, James"
64cc2db4830ba29148da60ff,James Carroll
64cc2db4830ba29148da6105,Marty Becker
64cc2db4830ba29148da6105,"Becker, Marty"
64cc2db4830ba29148da610c,Lorraine Hansberry
64cc2db4830ba29148da610c,"Hansberry, Lorraine"
64cc2db4830ba29148da6114,"Jardin, Alexandr"
64cc2db4830ba29148da612b,"Kaye, Mandalyn"
64cc2db4830ba29148da612b,Mandalyn Kaye
64cc2db4830ba29148da6133,"Sanders, Ronald"
64cc2db4830ba29148da6137,"Miller, Dennis"
64cc2db4830ba29148da6154,"Watson, Margaret"
64cc2db4830ba29148da6154,Margaret Watson
64cc2db4830ba29148da615b,"Smalley, Gary"
64cc2db4830ba29148da615b,Gary Smalley
64cc2db4830ba29148da6160,"Burana, Lily"
64cc2db4830ba29148da6162,"Heidenreich, Elke"
64cc2db4830ba29148da6162,Elke Heidenreich
64cc2db4830ba29148da6168,"Fox, Paula"
64cc2db4830ba29148da6168,Paula Fox
64cc2db4830ba29148da616b,"Myers, Tamar"
64cc2db4830ba29148da616b,Tamar Myers
64cc2db4830ba29148da6177,"Hawkins, Karen"
64cc2db4830ba29148da6177,Karen Hawkins
64cc2db4830ba29148da617d,"Scott, Jerry"
64cc2db4830ba29148da617d,Jerry Scott
64cc2db4830ba29148da617f,"Berry, Wendell"
64cc2db4830ba29148da618c,"Vinge, Vernor"
64cc2db4830ba29148da618c,Vernor Vinge
64cc2db4830ba29148da618d,Betty MacDonald
64cc2db4830ba29148da618d,"MacDonald, Betty"
64cc2db4830ba29148da618d,"Macdonald, Betty"
64cc2db4830ba29148da618e,Maurice Sendak
64cc2db4830ba29148da618e,"Sendak, Maurice"
64cc2db4830ba29148da618f,"Whelan, Gloria"
64cc2db4830ba29148da6193,Susan Napier
64cc2db4830ba29148da6193,"Napier, Susan"
64cc2db4830ba29148da6197,James Preller
64cc2db4830ba29148da6197,"Preller, James"
64cc2db4830ba29148da61a1,"MANDINO, OG"
64cc2db4830ba29148da61a1,"Mandino, Og"
64cc2db4830ba29148da61a1,Og Mandino
64cc2db4830ba29148da61a8,"Hoffer, Eric"
64cc2db4830ba29148da61ae,"Inman, Robert"
64cc2db4830ba29148da61b1,"Rossi, Hozy"
64cc2db4830ba29148da61bb,"Liss, David"
64cc2db4830ba29148da61cf,"di Prima, Diane"
64cc2db4830ba29148da61cf,"Di Prima, Diane"
64cc2db4830ba29148da61cf,"DiPrima, Diane"
64cc2db4830ba29148da61e3,"Spoto, Donald"
64cc2db4830ba29148da61e3,Donald Spoto
64cc2db4830ba29148da61e5,"Fine, Africa"
64cc2db4830ba29148da61fa,"Meyer, Joyce"
64cc2db4830ba29148da61fb,"Morrissey, Donna"
64cc2db4830ba29148da6201,"Mapson, Jo-Ann"
64cc2db4830ba29148da6201,Jo-Ann Mapson
64cc2db4830ba29148da6205,"Gorman, Edward"
64cc2db4830ba29148da6205,Edward Gorman
64cc2db4830ba29148da620a,"McKee, Lynn Armistead"
64cc2db4830ba29148da620b,"Langton, Jane"
64cc2db4830ba29148da620b,Jane Langton
64cc2db4830ba29148da620f,"Lessing, Doris"
64cc2db4830ba29148da620f,Doris Lessing
64cc2db4830ba29148da620f,"Lessing, Doris:"
64cc2db4830ba29148da6213,"Pym, Barbara"
64cc2db4830ba29148da6213,Barbara Pym
64cc2db4830ba29148da621c,"Streatfeild, Noel"
64cc2db4830ba29148da621c,Noel Streatfeild
64cc2db4830ba29148da6227,"Kienzle, William X."
64cc2db4830ba29148da6227,"Kienzle, William X"
64cc2db4830ba29148da6227,William X. Kienzle
64cc2db4830ba29148da622e,DK Publishing
64cc2db4830ba29148da622e,"Publishing, DK"
64cc2db4830ba29148da622e,Dk Publishing
64cc2db4830ba29148da622f,Zondervan
64cc2db4830ba29148da6231,"Jahn, Michael"
64cc2db4830ba29148da6231,Michael Jahn
64cc2db4830ba29148da6233,"von Oech, Roger"
64cc2db4830ba29148da6233,"Von Oech, Roger"
64cc2db4830ba29148da6233,Roger Von Oech
64cc2db4830ba29148da623c,"Bond, Larry"
64cc2db4830ba29148da623c,Larry Bond
64cc2db4830ba29148da623d,"Gordon, Mary"
64cc2db4830ba29148da623d,Mary Gordon
64cc2db4830ba29148da623f,"Zehme, Bill"
64cc2db4830ba29148da623f,Bill Zehme
64cc2db4830ba29148da6247,"Leavitt, David"
64cc2db4830ba29148da6247,David Leavitt
64cc2db4830ba29148da6253,"Powell-Williams, Clive"
64cc2db4830ba29148da625b,Michel Foucault
64cc2db4830ba29148da625b,"Foucault, Michel"
64cc2db4830ba29148da626c,"Mckenna, Shannon"
64cc2db4830ba29148da626c,Shannon McKenna
64cc2db4830ba29148da626c,"McKenna, Shannon"
64cc2db4830ba29148da6270,"Borthwick, J. S."
64cc2db4830ba29148da627f,"Powers, Ron"
64cc2db4830ba29148da627f,Ron Powers
64cc2db4830ba29148da6280,"Jordan, Nicole"
64cc2db4830ba29148da6280,Nicole Jordan
64cc2db4830ba29148da6283,"Mcdonald, Gregory"
64cc2db4830ba29148da6283,"McDonald, Gregory"
64cc2db4830ba29148da6283,Gregory McDonald
64cc2db4830ba29148da6283,"McDonald, Gregory."
64cc2db4830ba29148da6286,Pope John Paul II
64cc2db4830ba29148da6286,"John Paul II, Pope"
64cc2db4830ba29148da6286,"Ii, Pope John Paul"
64cc2db4830ba29148da6286,Pope John Paul Ii
64cc2db4830ba29148da628a,"Coulter, Ann"
64cc2db4830ba29148da628a,Ann Coulter
64cc2db4830ba29148da628e,"Vachss, Andrew"
64cc2db4830ba29148da628e,Andrew Vachss
64cc2db4830ba29148da62a0,Stanislaw Lem
64cc2db4830ba29148da62a0,"Lem, Stanislaw"
64cc2db4830ba29148da62a4,"Malamud, Bernard"
64cc2db4830ba29148da62a4,Bernard Malamud
64cc2db4830ba29148da62a4,Bernard malamud
64cc2db4830ba29148da62a7,"Delany, Sarah"
64cc2db4830ba29148da62a7,Sarah Delany
64cc2db4830ba29148da62a8,"Delany, A. Elizabeth"
64cc2db4830ba29148da62a8,A. Elizabeth Delany
64cc2db4830ba29148da62a9,"Hearth, Amy Hill"
64cc2db4830ba29148da62a9,Amy Hill Hearth
64cc2db4830ba29148da62b3,"Smith, Carlton"
64cc2db4830ba29148da62b4,"Guillen, Thomas"
64cc2db4830ba29148da62bd,"Gardner, James Alan"
64cc2db4830ba29148da62bd,James Alan Gardner
64cc2db4830ba29148da62bf,Carlos Castaneda
64cc2db4830ba29148da62bf,"Castaneda, Carlos"
64cc2db4830ba29148da62c5,J. T. LeRoy
64cc2db4830ba29148da62c5,"Leroy, J. T."
64cc2db4830ba29148da62c5,JT LeRoy
64cc2db4830ba29148da62d5,"Cannell, Dorothy"
64cc2db4830ba29148da62d5,Dorothy Cannell
64cc2db4830ba29148da62dd,"Mortman, Doris"
64cc2db4830ba29148da62dd,Doris Mortman
64cc2db4830ba29148da62e3,"Miller, Hugh"
64cc2db4830ba29148da62e9,"Ashley, Mike"
64cc2db4830ba29148da62ee,"Béjar, Helena"
64cc2db4830ba29148da62f1,"Yourcenar, Marguerite"
64cc2db4830ba29148da62f1,Marguerite Yourcenar
64cc2db4830ba29148da62f5,"Hepburn, Katharine"
64cc2db4830ba29148da62f8,"Racine, Jean"
64cc2db4830ba29148da62f8,Jean Racine
64cc2db4830ba29148da6312,"Shankman, Sarah"
64cc2db4830ba29148da6312,Sarah Shankman
64cc2db4830ba29148da631a,Hoffmann
64cc2db4830ba29148da631e,"Greider, William"
64cc2db4830ba29148da631e,William Greider
64cc2db4830ba29148da6324,"Bernhard, Thomas"
64cc2db4830ba29148da6324,Thomas Bernhard
64cc2db4830ba29148da6324,thomas-bernhard
64cc2db4830ba29148da6327,"Warner, Marina"
64cc2db4830ba29148da632f,Stella Cameron
64cc2db4830ba29148da632f,"Cameron, Stella"
64cc2db4830ba29148da6330,"Heymann, C.David"
64cc2db4830ba29148da6330,"Heymann, C. David"
64cc2db4830ba29148da6330,C. David Heymann
64cc2db4830ba29148da6332,"Dalton, David"
64cc2db4830ba29148da634f,"Rousseau, Jean-Jacques"
64cc2db4830ba29148da634f,Jean-Jacques Rousseau
64cc2db4830ba29148da634f,"Rousseau, Jean Jacques"
64cc2db4830ba29148da6350,Merriam-Webster
64cc2db4830ba29148da6356,"Lethem, Jonathan"
64cc2db4830ba29148da6356,Jonathan Lethem
64cc2db4830ba29148da6359,Gourmet Magazine Editors
64cc2db4830ba29148da635a,"Appel Jr., Alfred"
64cc2db4830ba29148da635c,"Pavic, Milorad"
64cc2db4830ba29148da635c,Milorad Pavic
64cc2db4830ba29148da635c,"Pavić, Milorad"
64cc2db4830ba29148da635f,"Corporation, Microsoft"
64cc2db4830ba29148da635f,Microsoft Corporation
64cc2db4830ba29148da6365,"Allston, Aaron"
64cc2db4830ba29148da6365,Aaron Allston
64cc2db4830ba29148da636b,"Hohlbein, Heike"
64cc2db4830ba29148da6370,"Kerr, Michael"
64cc2db4830ba29148da6381,Charles L. Whitfield M.D.
64cc2db4830ba29148da6386,American Psychological Association
64cc2db4830ba29148da6391,"Olshaker, Mark"
64cc2db4830ba29148da6391,Mark Olshaker
64cc2db4830ba29148da6397,"Berra, Yogi"
64cc2db4830ba29148da6397,Yogi Berra
64cc2db4830ba29148da639f,"Golden, Fran Wenograd"
64cc2db4830ba29148da63a4,"David, Peter"
64cc2db4830ba29148da63a4,Peter David
64cc2db4830ba29148da63af,"Shah, Idries"
64cc2db4830ba29148da63af,Idries Shah
64cc2db4830ba29148da63b5,"Bittner, Rosanne"
64cc2db4830ba29148da63b5,Rosanne Bittner
64cc2db4830ba29148da63b8,"Lively, Penelope"
64cc2db4830ba29148da63b8,Penelope Lively
64cc2db4830ba29148da63c0,National Geographic Society
64cc2db4830ba29148da63c0,National Geographic Society -
64cc2db4830ba29148da63c4,"Kerr, M. E."
64cc2db4830ba29148da63c4,M. E. Kerr
64cc2db4830ba29148da63c4,M.E. Kerr
64cc2db4830ba29148da63c4,"Kerr, M. E"
64cc2db4830ba29148da63c8,"Bunting, Eve"
64cc2db4830ba29148da63c8,Eve Bunting
64cc2db4830ba29148da63d7,Ludwig Bemelmans
64cc2db4830ba29148da63d7,Ludwig  Bemelmans
64cc2db4830ba29148da63d7,"Bemelmans, Ludwig"
64cc2db4830ba29148da6412,"Gaskin, Ina May"
64cc2db4830ba29148da641d,Paul Galdone
64cc2db4830ba29148da641d,"Galdone, Paul"
64cc2db4830ba29148da6422,"Morton, Danelle"
64cc2db4830ba29148da6423,"Kennedy, Angus J."
64cc2db4830ba29148da6423,Angus J. Kennedy
64cc2db4830ba29148da6424,"Kraus, Robert"
64cc2db4830ba29148da6424,Robert Kraus
64cc2db4830ba29148da642a,Robin Hobb
64cc2db4830ba29148da642a,"Hobb, Robin"
64cc2db4830ba29148da6438,Jan Dodd
64cc2db4830ba29148da6438,"Dodd, Jan"
64cc2db4830ba29148da6439,Simon Richmond
64cc2db4830ba29148da6439,"Richmond, Simon"
64cc2db4830ba29148da643a,Tada Taku
64cc2db4830ba29148da643b,David Waddell
64cc2db4830ba29148da643c,"Descartes, Rene"
64cc2db4830ba29148da643c,Rene Descartes
64cc2db4830ba29148da6440,"Liou, Caroline"
64cc2db4830ba29148da6440,Caroline Liou
64cc2db4830ba29148da6450,"Yep, Laurence"
64cc2db4830ba29148da6450,Laurence Yep
64cc2db4830ba29148da6454,Donald J. Wheeler
64cc2db4830ba29148da6454,"Wheeler, Donald J."
64cc2db4830ba29148da6464,"Barnes, Steven"
64cc2db4830ba29148da6464,Steven Barnes
64cc2db4830ba29148da6465,Hergé
64cc2db4830ba29148da646a,"Beard, James"
64cc2db4830ba29148da646a,James Beard
64cc2db4830ba29148da6473,"Magid, Lawrence J."
64cc2db4830ba29148da6476,"Hess, Joan"
64cc2db4830ba29148da6476,Joan Hess
64cc2db4830ba29148da6476,"Hess, Joan,"
64cc2db4830ba29148da647a,Don Aslett
64cc2db4830ba29148da647a,"Aslett, Don"
64cc2db4830ba29148da647d,"Rowland, Wade"
64cc2db4830ba29148da6484,"Milburn, Ken"
64cc2db4830ba29148da6484,Ken Milburn
64cc2db4830ba29148da6486,"hooks, bell"
64cc2db4830ba29148da6486,"Hooks, Bell"
64cc2db4830ba29148da6486,Bell Hooks
64cc2db4830ba29148da6486,bell hooks
64cc2db4830ba29148da6491,"Gribbin, John"
64cc2db4830ba29148da6491,John Gribbin
64cc2db4830ba29148da6498,"McCullough, David"
64cc2db4830ba29148da6498,David McCullough
64cc2db4830ba29148da649c,"Graham, Winston"
64cc2db4830ba29148da649c,Winston Graham
64cc2db4830ba29148da649d,"Bronson, Po"
64cc2db4830ba29148da649d,Po Bronson
64cc2db4830ba29148da649d,"Bronson,  Po"
64cc2db4830ba29148da64b4,"Lai, Larissa"
64cc2db4830ba29148da64ba,Mickey Mantle
64cc2db4830ba29148da64ba,"Mantle, Mickey"
64cc2db4830ba29148da64bd,"Thomson, Rupert"
64cc2db4830ba29148da64c9,"Woodman, Richard"
64cc2db4830ba29148da64d3,"James, Samantha"
64cc2db4830ba29148da64d7,W. R. Thompson
64cc2db4830ba29148da64d7,"Thompson, W.R."
64cc2db4830ba29148da64d7,"Thompson, W. R."
64cc2db4830ba29148da64d8,"Scott, Melissa"
64cc2db4830ba29148da64d8,Melissa Scott
64cc2db4830ba29148da64d9,"Martin, Kat"
64cc2db4830ba29148da64d9,Kat Martin
64cc2db4830ba29148da64d9,KAT MARTIN
64cc2db4830ba29148da64e6,"Hagman, Bette"
64cc2db4830ba29148da64eb,Lucy Grealy
64cc2db4830ba29148da64eb,"Grealy, Lucy"
64cc2db4830ba29148da64f5,Omar Khayyam
64cc2db4830ba29148da64f5,"Khayyam, Omar"
64cc2db4830ba29148da64f6,"Mills, Magnus"
64cc2db4830ba29148da6517,"Shandler, Sara"
64cc2db4830ba29148da6526,"Carmody, Denise Lardner"
64cc2db4830ba29148da6527,"Carmody, John"
64cc2db4830ba29148da652e,"Telesco, Patricia"
64cc2db4830ba29148da6531,"Davies, Paul"
64cc2db4830ba29148da6531,Paul Davies
64cc2db4830ba29148da654a,"Ellroy, James"
64cc2db4830ba29148da654a,James Ellroy
64cc2db4830ba29148da654c,"Lennox, Judith"
64cc2db4830ba29148da6556,"Lawrence, Martha C."
64cc2db4830ba29148da6563,Miss Read
64cc2db4830ba29148da6563,"Read, Miss"
64cc2db4830ba29148da6565,Laura J. Burns
64cc2db4830ba29148da6565,"Burns, Laura J."
64cc2db4830ba29148da657b,"Gonick, Larry"
64cc2db4830ba29148da657b,Larry Gonick
64cc2db4830ba29148da657e,"Hill, Susan"
64cc2db4830ba29148da657e,Susan Hill
64cc2db4830ba29148da657e,susan-hill
64cc2db4830ba29148da657f,Walt Disney Company
64cc2db4830ba29148da6583,"Mayer, Mercer"
64cc2db4830ba29148da6583,Mercer Mayer
64cc2db4830ba29148da65a0,Kate Walker
64cc2db4830ba29148da65a0,"Walker, Kate"
64cc2db4830ba29148da65a9,Woman's Day editors
64cc2db4830ba29148da65a9,Woman's Day Editors
64cc2db4830ba29148da65b0,"Welfonder, Sue-Ellen"
64cc2db4830ba29148da65cb,Patrick Larkin
64cc2db4830ba29148da65cb,"Larkin, Patrick"
64cc2db4830ba29148da65e7,Gayle Wilson
64cc2db4830ba29148da65e7,"Wilson, Gayle"
64cc2db4830ba29148da65f1,"Howell, Hannah"
64cc2db4830ba29148da65f1,Hannah Howell
64cc2db4830ba29148da65f2,"Coel, Margaret"
64cc2db4830ba29148da65f3,Tracy Chutorian Semler
64cc2db4830ba29148da65f3,"Semler, Tracy Chutorian"
64cc2db4830ba29148da65f8,"Kanon, Joseph"
64cc2db4830ba29148da65f9,Ed McBain
64cc2db4830ba29148da65f9,"McBain, Ed"
64cc2db4830ba29148da65f9,"McBAIN, Ed"
64cc2db4830ba29148da65fc,"London, Julia"
64cc2db4830ba29148da65ff,"Nance, Kathleen"
64cc2db4830ba29148da65ff,Kathleen Nance
64cc2db4830ba29148da6600,"Piel, Stobie"
64cc2db4830ba29148da6600,Stobie Piel
64cc2db4830ba29148da6616,"Tannen, Deborah"
64cc2db4830ba29148da6616,Deborah Tannen
64cc2db4830ba29148da661b,Jasmine Cresswell
64cc2db4830ba29148da661b,"Cresswell, Jasmine"
64cc2db4830ba29148da662e,"West, Rebecca"
64cc2db4830ba29148da662f,"Potter, Beatrix"
64cc2db4830ba29148da662f,Beatrix Potter
64cc2db4830ba29148da662f,"potter, beatrix"
64cc2db4830ba29148da662f,"POTTER, BEATRIX"
64cc2db4830ba29148da6638,William Novak
64cc2db4830ba29148da6638,"Novak, William"
64cc2db4830ba29148da663e,Margaret Ball
64cc2db4830ba29148da663e,"Ball, Margaret"
64cc2db4830ba29148da664b,"Sherman, Erik"
64cc2db4830ba29148da664f,"Morrow, James"
64cc2db4830ba29148da6650,"Lansing, Alfred"
64cc2db4830ba29148da6652,"Davis, Justine"
64cc2db4830ba29148da6652,Justine Davis
64cc2db4830ba29148da665e,"Burns, Bob"
64cc2db4830ba29148da6662,"Molina, Antonio Munoz"
64cc2db4830ba29148da6662,"Munoz Molina, Antonio"
64cc2db4830ba29148da6662,Antonio Munoz Molina
64cc2db4830ba29148da666b,"MacHale, D.J."
64cc2db4830ba29148da666b,"MacHale, D. J."
64cc2db4830ba29148da666e,Thomas Cleary
64cc2db4830ba29148da666e,"Cleary, Thomas"
