_id,genre
0684802031,BF 637 .T5 C873f 1995
0684802031,Goals
080328957X,History
080328957X,Historical Geography
0862416256,"Authors, Norwegian"
0862416256,839.8236
0862416256,Hunger--Norway--Oslo--Fiction
0862416256,"Authors, Norwegian--Norway--Oslo--Fiction"
0862416256,Hunger
0862416256,PT8950.H3 S84 1998
015200694X,Time
015200694X,Field Guides - General & Miscellaneous
015200694X,Animals - Habitats & Behaviors - General & Miscellaneous
015200694X,Animals - General & Miscellaneous
1882593138,PS3559.S52 K73 1996
1882593138,813/.54
0879612312,PS3556.R3878 I8 1992
0879612312,813/.54
0879612312,"Ishi , -1916"
0879612312,Yana Indians--Fiction
0879612312,Yana Indians
0446515531,E883.B87 R33 1989
0446515531,973.928/092/2 B
0446515531,Presidents' spouses--United States--Biography
0446515531,"Bush, Barbara , 1925-2018"
0446515531,Presidents' spouses
0446515531,"Bush, George , 1924-2018"
0198611293,English language
0198611293,English language--20th century--Dictionaries
0198611293,English language--New words
0198611293,English language--New words--Dictionaries
0198611293,English language--Dictionaries
0198611293,PE1628 .F55 1978
0064430189,Juvenile fiction
0064430189,"Runaways, fiction"
0064430189,Mother and child
0064430189,Rabbits
0064430189,Children's fiction
0064430189,Fiction
0064430189,"Rabbits, fiction"
0192814346,Social Life And Customs
0192814346,Humor
0375724575,Jews--Israel--Fiction
0375724575,Jews
0375724575,813/.6
0375724575,Jewish families--Fiction
0375724575,PS3555.V32 F36 2000
0375724575,Domestic fiction
0375724575,Jewish families
0671256084,Running--Psychological aspects
0671256084,GV1061 .S53
0671256084,"Sheehan, George"
0452010276,Myth
0452010276,291.1/3
0452010276,Mythology
0452010276,BL315 .E45 1990
0375401067,Presidents' spouses--United States--Biography
0375401067,Presidents' spouses
0375401067,Presidents' spouses--Political activity
0375401067,Presidents--United States--Biography
0375401067,Presidents' spouses--United States--Political activity
0375401067,Married people--United States--Biography
0375401067,973.09/9 B
0375401067,Married people
0375401067,Presidents
0375401067,Power (Social sciences)--United States--Case studies
0375401067,E176.1 .M368 2001
0375401067,Politics and government
0375401067,Power (Social sciences)
0816157464,Lawyers
0816157464,Lawyers--Illinois--Chicago--Fiction
0816157464,PS3570.U754 P58 1993
0816157464,813/.54
1565123875,Aunts--Fiction
1565123875,Coups d'état--Fiction
1565123875,Religious fanaticism--Fiction
1565123875,Brothers and sisters
1565123875,Brothers and sisters--Fiction
1565123875,Aunts
1565123875,PR9387.9.A34354 P87 2003
1565123875,Teenage girls--Fiction
1565123875,Children of the rich--Fiction
1565123875,Teenage girls
1565123875,Domestic fiction
1565123875,823/.914
1565123875,Fathers and daughters--Fiction
1565123875,Religious fanaticism
1565123875,Coups d'état
1565123875,Fathers and daughters
1565123875,Children of the rich
0910313253,Kidnapping
0910313253,Fiction
0679746641,General & Miscellaneous Military History
0679746641,Military - Strategy
0684868660,Mothers and daughters
0684868660,Catholic women
0684868660,Catholic women--Minnesota--Fiction
0684868660,Nuns--Minnesota--Fiction
0684868660,PS3573.E2165 A48 2000
0684868660,Domestic fiction
0684868660,813/.54
0684868660,Mothers and daughters--Minnesota--Fiction
0684868660,Nuns
0702232106,Ink painting--Fiction
0702232106,Ink painting
0702232106,Australians--Japan--Fiction
0702232106,823.4
0702232106,Australians
0702232106,PR9619.4.L66 G63 2001
0786803800,Imagination
0786803800,Weather
0786803800,Dublin (Ireland) -- Fiction
0786803800,Ireland -- Fiction
0786803800,Arctic regions -- Fiction
0786803800,Animals
0786803800,Imagination -- Fiction
0786803800,Ireland
0786803800,Animals -- Fiction
0786803800,Fiction
0786803800,Weather -- Fiction
189136927X,Sports - General & Miscellaneous
189136927X,Quotations & Speeches
1557831890,Burlesques
1557831890,PN6231.B84 A45 1995
1557831890,812/.54
0151936382,Older people--Case studies
0151936382,HQ1064.G7 B58 1979
0151936382,Older people--England--Case studies
0151936382,Old age in literature
0151936382,Old age
0151936382,Old age--England
0151936382,Geriatrics
0151936382,Geriatrics--England
0684813726,Political corruption--History
0684813726,Political corruption--United States--History--20th century
0684813726,"EthicsClinton, Bill , 1946-"
0684813726,"Sexual behaviorClinton, Bill , 1946-"
0684813726,E886.2 .B47 1998
0684813726,Politics and government--Moral and ethical aspects
0684813726,973.929/092
0679838864,Schools in fiction
0679838864,"Jones, Junie B. (Personaje literario)"
0679838864,Classics
0679838864,Fiction
0679838864,Schools
0679838864,Juvenile literature
0679838864,Niños lactantes
0679838864,Brothers and sisters in fiction
0679838864,School stories
0679838864,Children's fiction
0679838864,"Brothers and sisters, fiction"
0679838864,Kindergarten in fiction
0679838864,Jardines de infantes
0679838864,Chapter Books
0679838864,Audiobooks
0679838864,"Jones, junie b. (fictitious character), fiction"
0679838864,Brothers and sisters
0679838864,JUVENILE FICTION
0679838864,Babies in fiction
0679838864,Kindergarten
0679838864,Siblings
0679838864,Spanish language materials
0679838864,Spanish fiction
0679838864,Humorous stories
0679838864,Hermanos
0679838864,Humorous Stories
0679838864,Infants
0679838864,Escuelas
0679838864,Reader
0679838864,Babies
0679838864,Junie B. Jones (Fictitious character)
0679838864,Juvenile fiction
0679838864,Ficción juvenil
0679838864,"Infants, fiction"
043920822X,U.S. Coins
044050838X,Adoption
068486214X,HB76 .H4 1999
068486214X,Economists--Biography
068486214X,Economists
068486214X,Economics--History
068486214X,330/.092/2 B
0968693202,Écologie humaine--Philosophie
0968693202,Spiritualisme
0968693202,Environmental ethics
0968693202,113
0968693202,Philosophie de la nature
0968693202,Human ecology--Philosophy
0968693202,Philosophy of nature
0968693202,Spiritualism (Philosophy)
0968693202,Éthique de l'environnement
1566913292,Mexico - Travel
156511387X,Fiction
156511387X,Action & Adventure
1898573239,Mountaineering
1898573239,796.52209411
1898573239,Mountaineering--Scotland
0553275801,301.31/01
0553275801,Biology
0553275801,QH331 .T45 1975
0553275801,Biology--Philosophy
0553275801,Philosophy
0553275801,QH 331 T45 1975
0060699744,Catholic ex-priests
0060699744,220/.092 B
0060699744,"Crossan, John Dominic"
0060699744,Catholic ex-priests--Ireland--Biography
0060699744,Theologians
0060699744,Catholic ex-priests--United States--Biography
0060699744,Theologians--United States--Biography
0060699744,BX4668.3.C76 A3 2000
0060699744,Theologians--Ireland--Biography
1875641629,Aboriginal Australians
1875641629,Women Journalists
1875641629,Female Friendship
1875641629,Interpersonal Relations And Culture
1875641629,Social Life And Customs
0670819786,PN2287.H38 L4 1989
0670819786,Motion picture actors and actresses--United States--Biography
0670819786,791.43/028/0924 B
0670819786,"Hayworth, Rita , 1918-1987"
0670819786,Motion picture actors and actresses
0385304447,PS3554.U46972 T5 1993
0385304447,"Smith, Jill (Fictitious character)"
0385304447,Policewomen--California--Berkeley--Fiction
0385304447,Police--California--Berkeley--Fiction
0385304447,Fiction
0385304447,Policewomen
0385304447,Police--Fiction
0385304447,Policewomen--Fiction
0385304447,"Smith, Jill (Fictitious character)--Fiction"
0385304447,813/.54
0721206387,Great Britain. Army
0721206387,355/.0092/4
0721206387,"Horrocks, Brian , 1895-"
0721206387,Generals--Great Britain--Biography
0721206387,DA69.3.H63 W37 1984
0721206387,Generals
0060595264,PS3557.A7118 R33 2004
0060595264,Life on other planets
0060595264,813/.6
0060595264,Life on other planets--Fiction
0671759159,"Mutual funds--United States--Handbooks, manuals, etc"
0671759159,"Stocks--Handbooks, manuals, etc"
0671759159,"Stocks--United States--Handbooks, manuals, etc"
0671759159,"Mutual funds--Handbooks, manuals, etc"
0671759159,HG4921 .L96 1994
0671759159,332.63/22
226612269X,European
226612269X,Literary Criticism
1576736598,Women detectives--Maine--Fiction
1576736598,PS3558.A3698 S24 2001
1576736598,813/.54
1576736598,Missing children
1576736598,Missing children--Fiction
1576736598,Women detectives
0684859726,"Brennan, Temperance (Fictitious character)--Fiction"
0684859726,Women anthropologists--Fiction
0684859726,Forensic anthropology--Fiction
0684859726,PS3568.E476345 F37 2001
0684859726,"Brennan, Temperance"
0684859726,Anthropologists
0684859726,Anthropologists--Fiction
0684859726,813/.54
0684859726,"Brennan, Temperance (Fictitious character)"
0684859726,Women anthropologists
0684859726,Forensic anthropology
0373226373,Theft--Fiction
0373226373,813.54
0373226373,Theft
0806962933,Mathematical Recreations
0806962933,Puzzles
0441006515,813/.54
0441006515,PS3558.O34624 R43 1999
0393030261,Abolitionists--United States--Biography
0393030261,"Foster, Abby Kelley , 1811-1887"
0393030261,Civil rights workers
0393030261,Abolitionists
0393030261,Civil rights workers--United States--Biography
0393030261,323/.092 B
0393030261,E449.K29 S74 1991
0553094483,F517 .E25 1995
0553094483,History
0553094483,977
075227192X,Motion picture plays
075227192X,791.4372
075227192X,PN1997 .A3425 2000
080215185X,Fiction Subjects
080215185X,Fiction
080215185X,World Literature
0881840173,"Vietnam War, 1961-1975"
0881840173,"Vietnam War, 1961-1975--Fiction"
0881840173,PS3566.R643 G3 1983
9780679454489,Vampires--Fiction
9780679454489,PS3568.I265 M48 2000
9780679454489,Witches
9780679454489,Vampires
9780679454489,Witches--Fiction
9780679454489,813/.54
0321159462,005.72/2
0321159462,Computer graphics
0321159462,Web sites--Authoring programs
0321159462,Web sites--Design
0321159462,TK5105.8885.D74 T6939 2003
3250104434,Diplomats
3250104434,Politicians
3250104434,Foreign Relations
0062502328,Conduct of life
0062502328,Taoism
0062502328,299/.514448
0062502328,BL1923 .D45 1990
0062502328,Self-realization--Religious aspects--Taoism
0801057590,Moral And Ethical Aspects
0801057590,Religious Aspects
0801057590,Christianity
0801057590,Gambling
0399234446,Fiction
0399234446,Baking
0399234446,Toy And Movable Books
0399234446,Gingerbread
0743249321,"Dramatists, English--Early modern, 1500-1700--Biography"
0743249321,PR2929 .N57 2004
0743249321,"Shakespeare, William , 1564-1616"
0743249321,"Dramatists, English--Early modern, 1500-1700--Portraits"
0743249321,"Portrait painting, English"
0743249321,822.3/3
0743249321,"Dramatists, English--Portraits"
0743249321,"Dramatists, English"
044100797X,Other Science Fiction Categories
044100797X,Short Story Anthologies
0590415832,Girls
0590415832,Girls' Clubs
0789725541,Authoring Programs
0789725541,Web Sites
0789725541,Design
0446530573,"Cooking, Italian"
0446530573,TX723 .R83 2002
0446530573,641.5
0803212216,Social life and customs
0803212216,Fiction
0803212216,"Satire, American"
0803212216,City and town life--South Dakota--Aberdeen--Fiction
0803212216,813/.4
0803212216,"Satire, American--South Dakota--Aberdeen"
0803212216,PS3503.A923 O97 1996
0803212216,City and town life--Fiction
0803212216,Social life and customs--Fiction
0380709546,"Schools, fiction"
0380709546,Large type books
0380709546,schools
0380709546,"Family life, fiction"
0380709546,Children's fiction
0380709546,families
0380709546,Novela juvenil
0380709546,New School
0380709546,Fiction
0380709546,Spanish language materials
0380709546,School stories
0380709546,Family Life
0380709546,Juvenile fiction
0380709546,juvenile works
0380709546,Ficción juvenil
0380709546,Elementary School
0380709546,Materias en español
0380709546,Ramona Quimby (Fictitious character)
0380709546,"Kindergarten, fiction"
0380709546,Kindergarten
0380709546,Jardines de infantes
0380709546,Children's stories
0380709546,"Quimby, ramona (fictitious character), fiction"
0380709546,Escuelas
0380709546,Mischief
0380709546,Juvenile audience
080214022X,World Literature
080214022X,Fiction Subjects
1881475700,"Detective and mystery stories, American"
1881475700,"Horror tales, American"
1881475700,"Science fiction, American"
1881475700,"Short stories, American"
1881475700,"Fantasy fiction, American"
0385000197,821.0822
0385000197,PR1175 .F4
0385000197,English poetry
0385000197,American poetry
006092411X,Fiction Subjects
006092411X,Fiction
006092411X,World Literature
006092411X,American Fiction
0385335350,Romance
0385335350,London (England)
0385335350,London (England)--Fiction
0385335350,823/.914
0385335350,PR6052.A465 S86 2002
0385720955,Older women
0385720955,PR9199.3.A8 B55 2001
0385720955,Widows--Fiction
0385720955,Sisters--Death--Fiction
0385720955,Women novelists--Fiction
0385720955,Women novelists
0385720955,Fiction--Authorship
0385720955,Sisters--Death
0385720955,Older women--Fiction
0385720955,Widows
0385720955,Fiction--Authorship--Fiction
0964385503,Popular culture--Miscellanea
0964385503,Rap (Music)--Social aspects--Illinois--Chicago
0964385503,Rap (Music)--History and criticism
0964385503,Race awareness
0964385503,E169.12 .W53 1994
0964385503,Popular culture--United States--Miscellanea
0964385503,Social conditions
0964385503,Hip-hop
0964385503,Rap (Music)--Social aspects
0801435293,Philosophy--history
0801435293,"Bruno, Giordano , 1548-1600"
0801435293,Science--history
0801435293,Q143.B795 G37 1998
0801435293,"Science, Renaissance"
0801435293,509.4/09/031
0312280874,English language--Dictionaries
0312280874,423
0312280874,Encyclopedias and dictionaries
0312280874,English language
0312280874,PE1628 .M45 2001
0312280874,PE1628 M53 2001
0151004358,Fiction--Authorship
0151004358,813/.54
0151004358,PS3557.O753 U55 1999
0151004358,Fiction--Authorship--Fiction
043913742X,General
043913742X,Children's Fiction
0802136451,City And Town Life
0802136451,Man-woman Relationships
0525247688,Fiction
0525247688,PS3569.M537967 S6 1989
0525247688,813/.54
0525247688,Murderers--Fiction
0525247688,Serial murders--Fiction
0151006105,"Political fiction, American"
0151006105,PS3545.A748 A7 2001
0151006105,Politicians
0151006105,Political fiction
0151006105,Politicians--Fiction
0151006105,813/.52
0767906713,Dinners and dining
0767906713,Quick and easy cooking
0767906713,TX737 .B545 2001
0767906713,641.5/4
042519471X,Women Detectives - Fiction
042519471X,Detective Fiction
042519471X,Police Stories
042519471X,Character Types - Fiction
068480073X,Education - General & Miscellaneous
0072193638,Electronic Data Processing Personnel
0072193638,Certification
0072193638,Computer Technicians
0072193638,Examinations
0072193638,Microcomputers
0072193638,Maintenance And Repair
0375503056,226/.092 2 21
0375503056,"Pilate, Pontius , active 1st century"
0375503056,BS2520.P55 W76 1999
0671665995,PS3562.A755 S66 1988
0671665995,"Thatcher, John Putnam (Fictitious character)--Fiction"
0671665995,Bankers
0671665995,"Thatcher, John Putnam (Fictitious character)"
0671665995,Bankers--Fiction
0671665995,813/.54
055348222X,Fiction - Schools & Friendship
055348222X,Fiction - Games & Activities
055348222X,Fiction - Emotions & Behaviors
0440236738,Missing persons
0440236738,"New jersey, fiction"
0440236738,"Missing persons, fiction"
0440236738,"Fiction, family life"
0440236738,"Fiction, thrillers, general"
0440236738,Brothers
0440236738,Fugitives from justice
0440236738,Fiction
0440236738,"Brothers, fiction"
0725102586,Statesmen--Australia--Biography
0725102586,"Daly, Fred , 1913-"
0725102586,Statesmen
0725102586,Politics and government
0553054686,Fiction
0553054686,Bedtime
067494593X,Creativity
067494593X,Early Childhood Education
0060168404,641.8/654
0060168404,Brownies (Cooking)
0060168404,Cookies
0060168404,TX772 .H3915 1993
0385491166,813/.54
0385491166,PS3573.I456974 J8 1999
0385491166,Television writers
0385491166,"Justice, Benjamin (Fictitious character)--Fiction"
0385491166,Journalists--Fiction
0385491166,Gay men
0385491166,Gay men--Fiction
0385491166,Journalists
0385491166,"Justice, Benjamin (Fictitious character)"
0385491166,Television writers--Fiction
0440064163,Baseball managers
0440064163,Baseball managers--United States--Biography
0440064163,"Martin, Billy , 1928-1989"
0440064163,Baseball managers--Biography
0440064163,GV865.M35 A35
0767908333,Fathers And Daughters
0803704534,Platypus
0803704534,Fiction
0060172622,Miscellanea
0060172622,Chronology
0060172622,African Americans
0060172622,History
0374444587,Fables
0374444587,Fairy tales
0374444587,Children's fiction
0425158365,"United States. Army. Armored Cavalry Regiment, 3rd"
0425158365,UE160 .C58 1994
0425158365,358/.183/0973
0425158365,"Armored vehicles, Military"
0309084075,QB981 .S535 2002
0309084075,Cosmology
0309084075,Physics
0309084075,523.1
0887763871,Children's Fiction
0887763871,Family
088801273X,PR9199.3.L867 G65 2002
088801273X,813/.54
0395573238,"Roorbach, Bill"
0395573238,Outdoor life--United States
0395573238,"Karelsen, Juliet , 1962-"
0395573238,PE64.R66 A3 1992
0395573238,974/.043/092 B
0395573238,English teachers
0395573238,English teachers--United States--Biography
0395573238,Outdoor life
0500260184,Biography
0500260184,"Authors, Irish"
0226293785,Political Philosophy
0226293785,Modern Aesthetics
0226293785,19th Century German Philosophy
0452281741,Human-animal Communication
0452281741,Animal Communication
0452281741,Pets
0452281741,Behavior
0385721889,Presidents' spouses--United States--Biography
0385721889,Presidents' spouses--United States--Political activity
0385721889,Presidents' spouses--Political activity
0385721889,Presidents' spouses
0385721889,Presidents--United States--Biography
0385721889,Married people--United States--Biography
0385721889,Married people
0385721889,Presidents
0385721889,Power (Social sciences)--United States--Case studies
0385721889,973.099
0385721889,Politics and government
0385721889,Power (Social sciences)
0517202646,Teachers
0517202646,Anecdotes
0517202646,Quotations
0521366844,P299.G73 H66 1993
0521366844,415
0521366844,"Grammar, Comparative and general--Grammaticalization"
0399133828,Mountain life
0399133828,Mountain life--Fiction
0399133828,Women
0399133828,"Women--Appalachian Region, Southern--Fiction"
0399133828,813./54
0399133828,PS3569.M5376 F28 1988
0740729497,Civilization
0740729497,Popular Culture
0740729497,"National Characteristics, American"
078670571X,Other Mystery Categories
078670571X,Short Story Anthologies
0684851288,Biological warfare--Scotland--Edinburgh--Fiction
0684851288,Biological warfare
0684851288,Smallpox--Scotland--Edinburgh--Fiction
0684851288,Smallpox
0671884271,African American men
0671884271,African American men--California--Los Angeles--Fiction
0671884271,PS3563.O88456 B58 1995
0671884271,"Rawlins, Easy (Fictitious character)--Fiction"
0671884271,"Rawlins, Easy (Fictitious character)"
0671884271,Private investigators--California--Los Angeles--Fiction
0671884271,Private investigators
1567187463,Crystal Gazing
1567187463,Automatism
1579549055,Spiritual life--Buddhism
1579549055,BQ4570.T85 G74 2004
1579549055,294.3/4442
1579549055,Wisdom--Religious aspects--Buddhism
1579549055,Self-help techniques--Religious aspects--Buddhism
1579549055,Compulsive behavior--Moral and ethical aspects
1579549055,Twelve-step programs--Religious aspects--Buddhism
1592530095,NA737.W7 F72 2003
1592530095,Architecture--United States--History--20th century
1592530095,Architects--United States
1592530095,720.92
1592530095,"Criticism and interpretationWright, Frank Lloyd , 1867-1959"
1592530095,Architecture--History
1592530095,Architects
349223903X,Belletristische Darstellung
349223903X,Female friendship
349223903X,Junge Frau
349223903X,Frauenfreundschaft
349223903X,Schuldgefühl
349223903X,Tod
349223903X,Freundin
349223903X,Fiction
014044243X,Fiction Subjects
014044243X,Fiction & Literature Classics
014044243X,World Literature
0253204844,Adult children of aging parents
0253204844,Aged
0253204844,Aging parents--Care--United States
0253204844,2013 D-843
0253204844,Adult children--United States
0253204844,Daughters--United States
0253204844,Adult children of aging parents--United States
0253204844,WY 200
0253204844,Daughters
0253204844,649.8
0253204844,Mother-Child Relations
0253204844,HV1465 .D38 1988
0253204844,Caregivers
0253204844,Aging parents--Care
0253204844,Adult children
0253204844,Aged--United States--Personal Narratives
9788484034445,Insects
9788484034445,Familia
9788484034445,Translations into English
9788484034445,"Fiction, short stories (single author)"
9788484034445,Korean
9788484034445,Alienation (Social psychology)
9788484034445,Dictionaries
9788484034445,English language
9788484034445,Readers
9788484034445,FICTION / Classics
9788484034445,"German language, readers"
9788484034445,Native races
9788484034445,LITERARY CRITICISM / General
9788484034445,Sales personnel
9788484034445,German language
9788484034445,Social problems
9788484034445,Indigenous peoples
9788484034445,Ficción
9788484034445,Die Verwandlung
9788484034445,Metamorphosis
9788484034445,Psychological fiction
9788484034445,Insectos
9788484034445,Spanish
9788484034445,FICTION / Literary
9788484034445,French
9788484034445,Crítica e interpretación
9788484034445,Chinese
9788484034445,"Fiction, psychological"
9788484034445,"Fiction, general"
9788484034445,German fiction
9788484034445,German
9788484034445,Families
9788484034445,an interpretation
9788484034445,English
9788484034445,"Kafka, franz, 1883-1924"
9788484034445,Textbooks for foreign speakers
9788484034445,Continental european fiction (fictional works by one author)
9788484034445,Vendedores
9788484034445,Trials
9788484034445,Afforestation
9788484034445,Kikuyu (African people)
9788484034445,Criticism and interpretation
9788484034445,Texts
9788484034445,Fiction
9788484034445,Alienación (Psicología social)
9788484034445,Family
0486217264,ML3561.J3 S46 1966
0486217264,785.4/2
0486217264,Jazz--History and criticism
0395407222,Exercise
0395407222,Stretching exercises
0395407222,Muscle strength
0395407222,RA781.63 .A47 1986
0395407222,QT 255 A466 1986
0395407222,613.7/1
0395407222,Exercise Therapy
0395407222,Stretch (Physiology)
0395407222,Physical Education and Training
0809491885,Quick and easy cooking
0809491885,Cooking (Pasta)
0809491885,641.8/22
0809491885,TX809.M17 W43 1995
3406376401,Heads of state--Germany--Biography
3406376401,"Hitler, Adolf , 1889-1945"
3406376401,Heads of state
3406376401,"World War, 1939-1945"
3406376401,National socialism
3406376401,History
0060536799,African Americans--Fiction
0060536799,African Americans
0060536799,PS3620.U767 L68 2003
0060536799,813/.6
006066567X,Prayer-books & Devotional Literature - Christianity
0897932188,Popular Works
0897932188,Women
0897932188,Diseases
0897932188,Multiple Sclerosis
042517607X,Literary Collections
0396086187,Biology--Social aspects
0396086187,Biology
0396086187,Sociology
0396086187,Biology--sociology
0396086187,Science--sociology
0396086187,Science--Social aspects
0396086187,QH311 .W4 1985
0396086187,QH311 W433w 1985
0396086187,Science
0396086187,574
1557831483,Experimental drama--Women authors
1557831483,American drama--20th century
1557831483,Experimental drama
1557831483,American drama--Women authors
1557831483,American drama
1557831483,812/.540809287
1557831483,Experimental drama--United States
1557831483,PS628.W6 W664 1993
0345426649,"World War, 1939-1945--Scandinavia--Fiction"
0345426649,839.73/74
0345426649,Women--Family relationships
0345426649,Mothers and daughters--Scandinavia--Fiction
0345426649,PT9876.16.R475 A5513 1998
0345426649,Women--Scandinavia--Family relationships--Fiction
0345426649,"World War, 1939-1945"
0345426649,Mothers and daughters
0002554151,HIV infections--Canada
0002554151,Health Policy
0002554151,Hemophilia A
0002554151,Hemophiliacs--Infections
0002554151,Blood banks--Risk management
0002554151,HIV infections
0002554151,Blood banks--Quality control
0002554151,Blood banks--Risk management--Canada
0002554151,Acquired Immunodeficiency Syndrome--transmission
0002554151,Blood Banks--standards
0002554151,Blood Transfusion
0002554151,362.1/784/0971
0002554151,RM172 .P53 1995
0002554151,Blood banks--Canada--Quality control
0002554151,Hemophiliacs--Infections--Canada
0425192784,Werewolves
0425192784,Botanists
0425192784,Witches
045120994X,American Fiction
045120994X,Women's Fiction
045120994X,Romantic Fiction Themes
045120994X,Other Romance Categories
045120994X,Literary Styles & Movements - Fiction
045120994X,Contemporary Romance
0792276833,Description And Travel
0792276833,Social Life And Customs
0792276833,Hitchhiking
0792276833,Travel
0062514555,Child Psychology
0062514555,Parenting
0062514555,Individual Differences In Children
0062514555,Child Rearing
0062514555,Typology (psychology)
0062514555,Enneagram
0140424393,History Of Biblical Events
0140424393,Fall Of Man
0689118848,PS3551.L392 N54 1989
0689118848,813/.54
0689118848,Romance fiction
0912776366,Yoga
1884737595,"Ross, Will (Fictitious character)--Fiction"
1884737595,Cyclists
1884737595,PS3563.O5525 D47 1999
1884737595,813/.54
1884737595,Cyclists--Fiction
1884737595,"Ross, Will (Fictitious character)"
0773730486,"JourneysRoberts, Paul William"
0773730486,956.7044/2
0773730486,"Persian Gulf War, 1991--Personal narratives, Canadian"
0773730486,"Guerre du golfe Persique, 1991"
0773730486,Descriptions et voyages
0773730486,Description and travel
0773730486,DS79.72 .R64 1997
1555534821,"Authors, American"
1555534821,PE64.H38 A3 2001
1555534821,English teachers
1555534821,English teachers--United States--Biography
1555534821,Psychiatric hospital patients--United States--Biography
1555534821,"Authors, American--20th century--Biography"
1555534821,Mentally ill women
1555534821,"Hebald, Carol"
1555534821,616.89/0092 B
1555534821,Mentally ill women--United States--Biography
1555534821,Psychiatric hospital patients
0664258131,Christianity
0664258131,Christianity--United States--20th century
0664258131,Nineteen fifties
0664258131,Religion
0664258131,200/.973/09045
0664258131,BL2525 .E425 2000
0345381904,Women Detectives
0345381904,Women Journalists
0802137946,Explorers--Great Britain--History
0802137946,Explorers--History
0802137946,"Barrow, John , 1764-1848"
0802137946,Discoveries in geography--British--History
2264008539,B1845 1977
2264008539,Science--Methodology
0345425545,Europe - Travel
0345425545,Europe - Travel Essays & Descriptions
0345425545,General & Miscellaneous Cooking
0140048103,"World War, 1939-1945--Jews--Rescue--Poland"
0140048103,"World War, 1939-1945--Jews--Rescue"
0140048103,"David, Janina , 1930-"
0394568354,Communal living
0394568354,Man-woman relationships
0394568354,Cults--Fiction
0394568354,Cults
0394568354,813/.54
0394568354,Communal living--Fiction
0394568354,Man-woman relationships--Fiction
0394568354,PS3571.P4 S17 1988
0811724468,Amateurs' Manuals
0811724468,Design And Construction
0811724468,Solar Houses
0140127461,"World War, 1939-1945--Jews--Netherlands"
0140127461,940.5318092
0140127461,"Holocaust, Jewish (1939-1945)"
0140127461,Jews--Netherlands--Biography
0140127461,"Minco, Marga"
0140127461,Jews
0140127461,"World War, 1939-1945--Jews"
0140127461,DS135.N6 M5613 1991
0140127461,Jews--Netherlands
0140127461,"Holocaust, Jewish (1939-1945)--Netherlands--Personal narratives"
0140127461,"World War, 1939-1945--Personal narratives, Dutch"
0671624466,Fiction
0671624466,Historical
0679430865,Sex role
0679430865,Human beings--Animal nature
0679430865,Spirituality
0679430865,GN478 .T67 1997
0679430865,Primitivism
0679430865,305.3
0679430865,Social structure
0789454114,Machinery
0789454114,Construction Equipment
0201354705,Computer Animation
0201354705,Web Graphics
0201354705,Flash
0201354705,Web Site Design
071484103X,Statesmen--India--Biography--Pictorial works
071484103X,Statesmen--India--Biography
071484103X,Politics and government
071484103X,DS481.G3 R84 2001
071484103X,Statesmen
071484103X,"Gandhi , 1869-1948"
0807059811,Statesmen--India--Biography
0807059811,Statesmen
0807059811,923.254
0807059811,"Gandhi , 1869-1948"
0807059811,DS481.G3 A3 1957
0091831083,Gay men
0091831083,Fiction
0394537238,"Cooking, Chinese"
0394537238,641.5951
0394537238,TX724.5.C5 M35 1984
087605498X,Nature
087605498X,Pets
0890420629,RC455.2.C4 D54 1994
0890420629,"Mental illness--Classification--Handbooks, manuals, etc"
0890420629,Mental illness
0890420629,Mental illness--Classification
0890420629,"Mental illness--Diagnosis--Handbooks, manuals, etc"
0890420629,Mental Disorders--classification
0890420629,Mental Disorders--diagnosis
0890420629,WM 15 D536 1994
0890420629,616.89/075
0890420629,Mental illness--Diagnosis
0688039626,306/.092/2
0688039626,"Bateson, Gregory , 1904-1980"
0688039626,Anthropologists--United States--Biography
0688039626,"Mead, Margaret , 1901-1978"
0688039626,"Bateson, Mary Catherine"
0688039626,GN21.M36 B38 1984
0688039626,Anthropologists
0919123600,Jungian psychology
0919123600,Middle age--Psychological aspects
0919123600,155.6/6
0919123600,BF724.6 .H65 1993
1567184421,Goddess religion
1567184421,Goddesses
1567184421,BL473.5 .M675 2001
1567184421,291.2/114
8804405805,PQ4861.C69 R34 1996
8804405805,853/.914
044809522X,Fiction - Favorite Characters
044809522X,Fiction - Mysteries & Thrillers
0938410652,PS3553.O477 A6 1988
0938410652,813/.54
155819228X,Bibles - Bible Versions
155819228X,Bibles - Specialty Bibles
0151719586,Political prisoners
0151719586,"World War, 1939-1945--Personal narratives, Slovenian"
0151719586,Political prisoners--Slovenia--Biography
0151719586,History
0151719586,D805.G3 P2613 1995
0151719586,940.53/18/092
0151719586,Physicians
0151719586,"Holocaust, Jewish (1939-1945)--Personal narratives, Slovenian"
0151719586,"Pahor, Boris"
0151719586,"World War, 1939-1945--Medical care"
0151719586,Physicians--Slovenia--Biography
0151719586,"World War, 1939-1945--Prisoners and prisons, German"
0380973898,Reducing Diets
0380973898,Reducing Exercises
0380973898,Weight Loss
0688178057,Mass media--Influence
0688178057,Social movements
0688178057,Popular culture
0688178057,P94.6 .L37 2000
0688178057,Mass media and culture
0688178057,08.42
0688178057,Mass media criticism
0688178057,71.50
0688178057,Intercultural communication
0688178057,302.2309
0688178057,Mass media and the environment
0819310581,Cows
0819310581,Circus
0819310581,Fiction
325706277X,Literary Collections
041514258X,Language Study
041514258X,Spanish
0253346827,HE305 .P87 1977
