_id,key,value
0415918243,msrp,31.95
0415918243,isbn,0415918243
0415918243,isbn10,0415918243
0415920124,edition,1
0415920124,dimensions,"Height: 9.02 Inches, Length: 5.98 Inches, Weight: 0.70106999316 Pounds, Width: 0.51 Inches"
0415920124,isbn13,9780415920124
0415920124,msrp,37.38
0415920124,isbn,0415920124
0415920124,isbn10,0415920124
0416326307,dimensions,Weight: 1.74 Pounds
0416326307,isbn13,9780416326307
0416326307,msrp,0.00
0416326307,isbn,0416326307
0416326307,isbn10,0416326307
0421354100,edition,4th
0421354100,dimensions,"xv, 196 p. : ill. ; 22 cm."
0421354100,isbn13,9780421354104
0421354100,msrp,0.00
0421354100,isbn,0421354100
0421354100,isbn10,0421354100
0425084744,edition,1
0425084744,dimensions,"Height: 5 Inches, Length: 7 Inches, Width: 1 Inches"
0425084744,isbn13,9780425084748
0425084744,msrp,1.99
0425084744,isbn,0425084744
0425084744,isbn10,0425084744
0425098540,edition,"New Dell Edition, 1st Prnting, November 1968"
0425098540,dimensions,"Height: 6.8 Inches, Length: 4.24 Inches, Weight: 0.2866009406 Pounds, Width: 0.77 Inches"
0425098540,isbn13,9780425098547
0425098540,msrp,6.99
0425098540,isbn,0425098540
0425098540,isbn10,0425098540
0425099733,edition,Reissue
0425099733,dimensions,"Height: 8.19 Inches, Length: 5.45 Inches, Weight: 0.56 Pounds, Width: 0.79 Inches"
0425099733,isbn13,9780425099735
0425099733,msrp,16
0425099733,isbn,0425099733
0425099733,isbn10,0425099733
042510687X,edition,Reissue
042510687X,dimensions,"Height: 6.8 Inches, Length: 4.2 Inches, Weight: 0.45 Pounds, Width: 1 Inches"
042510687X,isbn13,9780425106877
042510687X,msrp,8.99
042510687X,isbn,042510687X
042510687X,isbn10,042510687X
0425107035,edition,Reissue
0425107035,dimensions,"Height: 8.3 Inches, Length: 5.5 Inches, Weight: 0.52470018356 Pounds, Width: 0.6 Inches"
0425107035,isbn13,9780425107034
0425107035,msrp,16
0425107035,isbn,0425107035
0425107035,isbn10,0425107035
0425120430,dimensions,"Height: 6.68 Inches, Length: 4.22 Inches, Weight: 0.66 Pounds, Width: 1.34 Inches"
0425120430,isbn13,9780425120439
0425120430,msrp,1.99
0425120430,isbn,0425120430
0425120430,isbn10,0425120430
0425122727,dimensions,"Height: 5 Inches, Length: 7 Inches, Width: 1 Inches"
0425122727,isbn13,9780425122723
0425122727,msrp,1.99
0425122727,isbn,0425122727
0425122727,isbn10,0425122727
0425122867,dimensions,"Height: 6.76 Inches, Length: 4.4 Inches, Weight: 0.4 Pounds, Width: 0.97 Inches"
0425122867,isbn13,9780425122860
0425122867,msrp,1.99
0425122867,isbn,0425122867
0425122867,isbn10,0425122867
0425127230,edition,Reprint
0425127230,dimensions,"Height: 7.5 Inches, Length: 4.25 Inches, Weight: 0.46 Pounds, Width: 0.8 Inches"
0425127230,isbn13,9780425127230
0425127230,msrp,9.99
0425127230,isbn,0425127230
0425127230,isbn10,0425127230
0425132935,edition,Reprint
0425132935,dimensions,"Height: 7.51 Inches, Length: 4.29 Inches, Weight: 0.55 Pounds, Width: 0.95 Inches"
0425132935,isbn13,9780425132937
0425132935,msrp,9.99
0425132935,isbn,0425132935
0425132935,isbn10,0425132935
0425142493,dimensions,"Height: 7 Inches, Length: 4.25 Inches, Weight: 1.01 Pounds, Width: 0.5 Inches"
0425142493,isbn13,9780425142493
0425142493,msrp,5.99
0425142493,isbn,0425142493
0425142493,isbn10,0425142493
0425143406,dimensions,"Height: 6.88 Inches, Length: 4.32 Inches, Weight: 0.55 Pounds, Width: 0.93 Inches"
0425143406,isbn13,9780425143407
0425143406,msrp,5.99
0425143406,isbn,0425143406
0425143406,isbn10,0425143406
0425152235,edition,1st
0425152235,dimensions,"Height: 6.75 Inches, Length: 4.15 Inches, Weight: 0.38 Pounds, Width: 0.93 Inches"
0425152235,isbn13,9780425152232
0425152235,msrp,7.99
0425152235,isbn,0425152235
0425152235,isbn10,0425152235
0425153290,edition,First Edition
0425153290,dimensions,"Height: 7 Inches, Length: 4.25 Inches, Weight: 0.4 Pounds, Width: 1 Inches"
0425153290,isbn13,9780425153291
0425153290,msrp,5.99
0425153290,isbn,0425153290
0425153290,isbn10,0425153290
0425153770,edition,First
0425153770,dimensions,"Height: 6.75 Inches, Length: 4.25 Inches, Weight: 1 Pounds, Width: 1.5 Inches"
0425153770,isbn13,9780425153772
0425153770,msrp,6.99
0425153770,isbn,0425153770
0425153770,isbn10,0425153770
0425154548,edition,Illustrated
0425154548,dimensions,"Height: 9 Inches, Length: 6 Inches, Weight: 1.25002102554 Pounds, Width: 0.76 Inches"
0425154548,isbn13,9780425154540
0425154548,msrp,20
0425154548,isbn,0425154548
0425154548,isbn10,0425154548
0425156656,edition,Reprint
0425156656,dimensions,"Height: 7.12 Inches, Length: 4.3 Inches, Weight: 0.4 Pounds, Width: 0.67 Inches"
0425156656,isbn13,9780425156650
0425156656,msrp,1.99
0425156656,isbn,0425156656
0425156656,isbn10,0425156656
0425157199,edition,First Edition
0425157199,dimensions,"Height: 7 Inches, Length: 4.5 Inches, Weight: 0.24912235606 Pounds, Width: 0.5 Inches"
0425157199,isbn13,9780425157190
0425157199,msrp,4.99
0425157199,isbn,0425157199
0425157199,isbn10,0425157199
0425157415,edition,Berkley trade pbk. ed
0425157415,dimensions,"Height: 8.96 Inches, Length: 6 Inches, Weight: 0.95019234922 Pounds, Width: 1.1 Inches"
0425157415,isbn13,9780425157411
0425157415,msrp,1.99
0425157415,isbn,0425157415
0425157415,isbn10,0425157415
0425157849,edition,1st
0425157849,dimensions,"Height: 8.54 Inches, Length: 5.56 Inches, Weight: 0.85 Pounds, Width: 0.87 Inches"
0425157849,isbn13,9780425157848
0425157849,msrp,1.99
0425157849,isbn,0425157849
0425157849,isbn10,0425157849
0425158098,edition,1st Printing
0425158098,dimensions,"Height: 6.74 Inches, Length: 4.16 Inches, Weight: 0.20062065842 Pounds, Width: 0.53 Inches"
0425158098,isbn13,9780425158098
0425158098,msrp,4.99
0425158098,isbn,0425158098
0425158098,isbn10,0425158098
0425158365,edition,Illustrated
0425158365,dimensions,"Height: 9 Inches, Length: 6 Inches, Weight: 1.25002102554 Pounds, Width: 0.86 Inches"
0425158365,isbn13,9780425158364
0425158365,msrp,14.98
0425158365,isbn,0425158365
0425158365,isbn10,0425158365
0425160394,edition,Reissue
0425160394,dimensions,"Height: 6.75 Inches, Length: 4.19 Inches, Weight: 0.41 Pounds, Width: 1 Inches"
0425160394,isbn13,9780425160398
0425160394,msrp,7.99
0425160394,isbn,0425160394
0425160394,isbn10,0425160394
0425162958,dimensions,"Height: 6.74 Inches, Length: 4.28 Inches, Weight: 0.29982867632 Pounds, Width: 0.75 Inches"
0425162958,isbn13,9780425162958
0425162958,msrp,5.99
0425162958,isbn,0425162958
0425162958,isbn10,0425162958
0425163458,edition,First Printing
0425163458,dimensions,"Height: 6.74 Inches, Length: 4.26 Inches, Weight: 0.35 Pounds, Width: 0.99 Inches"
0425163458,isbn13,9780425163450
0425163458,msrp,4.31
0425163458,isbn,0425163458
0425163458,isbn10,0425163458
0425163814,edition,1st
0425163814,dimensions,"Height: 6.72 Inches, Length: 4.24 Inches, Weight: 0.35 Pounds, Width: 0.79 Inches"
0425163814,isbn13,9780425163818
0425163814,msrp,1.99
0425163814,isbn,0425163814
0425163814,isbn10,0425163814
0425163970,dimensions,"Height: 6.76 Inches, Length: 4.26 Inches, Weight: 0.24912235606 Pounds, Width: 0.73 Inches"
0425163970,isbn13,9780425163979
0425163970,msrp,1.99
0425163970,isbn,0425163970
0425163970,isbn10,0425163970
0425163997,edition,Reissue
0425163997,dimensions,"Height: 6.7 Inches, Length: 4.2 Inches, Weight: 0.35053499658 Pounds, Width: 0.74 Inches"
0425163997,isbn13,9780425163993
0425163997,msrp,7.99
0425163997,isbn,0425163997
0425163997,isbn10,0425163997
0425165299,dimensions,"Height: 8 Inches, Length: 5.1 Inches, Weight: 0.51 Pounds, Width: 0.7 Inches"
0425165299,isbn13,9780425165294
0425165299,msrp,16
0425165299,isbn,0425165299
0425165299,isbn10,0425165299
042516618X,dimensions,"Height: 7.1 Inches, Length: 4.18 Inches, Weight: 0.42108292042 Pounds, Width: 0.86 Inches"
042516618X,isbn13,9780425166185
042516618X,msrp,1.99
042516618X,isbn,042516618X
042516618X,isbn10,042516618X
0425166767,edition,1st Printing
0425166767,dimensions,"Height: 6.8 Inches, Length: 4.32 Inches, Weight: 0.29982867632 Pounds, Width: 0.72 Inches"
0425166767,isbn13,9780425166765
0425166767,msrp,5.99
0425166767,isbn,0425166767
0425166767,isbn10,0425166767
0425166775,edition,First Edition
0425166775,dimensions,"Height: 9 Inches, Length: 6 Inches, Weight: 0.6 Pounds, Width: 0.6 Inches"
0425166775,isbn13,9780425166772
0425166775,msrp,16
0425166775,isbn,0425166775
0425166775,isbn10,0425166775
0425168964,edition,Reissue
0425168964,dimensions,"Height: 6.7 Inches, Length: 4.3 Inches, Weight: 0.29982867632 Pounds, Width: 0.8 Inches"
0425168964,isbn13,9780425168967
0425168964,msrp,7.99
0425168964,isbn,0425168964
0425168964,isbn10,0425168964
0425168980,edition,1st Printing
0425168980,dimensions,"Height: 6.76 Inches, Length: 4.28 Inches, Weight: 0.29982867632 Pounds, Width: 0.79 Inches"
0425168980,isbn13,9780425168981
0425168980,msrp,1.99
0425168980,isbn,0425168980
0425168980,isbn10,0425168980
0425169472,edition,1st
0425169472,dimensions,"Height: 6.72 Inches, Length: 4.26 Inches, Weight: 0.29982867632 Pounds, Width: 0.78 Inches"
0425169472,isbn13,9780425169476
0425169472,msrp,1.99
0425169472,isbn,0425169472
0425169472,isbn10,0425169472
042517039X,edition,First Edition
042517039X,dimensions,"Height: 6.72 Inches, Length: 4.22 Inches, Weight: 0.3 Pounds, Width: 0.69 Inches"
042517039X,isbn13,9780425170397
042517039X,msrp,1.99
042517039X,isbn,042517039X
042517039X,isbn10,042517039X
0425173518,dimensions,"Height: 6.68 Inches, Length: 4.26 Inches, Weight: 0.44 Pounds, Width: 1.07 Inches"
0425173518,isbn13,9780425173510
0425173518,msrp,3.99
0425173518,isbn,0425173518
0425173518,isbn10,0425173518
0425174026,edition,First Edition
0425174026,dimensions,"Height: 6.68 Inches, Length: 4.26 Inches, Weight: 0.440924524 Pounds, Width: 1.08 Inches"
0425174026,isbn13,9780425174029
0425174026,msrp,6.99
0425174026,isbn,0425174026
0425174026,isbn10,0425174026
0425174271,edition,Reissue
0425174271,dimensions,"Height: 7.5 Inches, Length: 4.25 Inches, Weight: 0.45 Pounds, Width: 1.25 Inches"
0425174271,isbn13,9780425174272
0425174271,msrp,9.99
0425174271,isbn,0425174271
0425174271,isbn10,0425174271
0425175014,edition,REVISED
0425175014,dimensions,"Height: 8.3 Inches, Length: 5.4 Inches, Weight: 0.5 Pounds, Width: 0.7 Inches"
0425175014,isbn13,9780425175019
0425175014,msrp,10.39
0425175014,isbn,0425175014
0425175014,isbn10,0425175014
0425175146,edition,0
0425175146,dimensions,"Height: 6.72 Inches, Length: 4.14 Inches, Width: 0.59 Inches"
0425175146,isbn13,9780425175149
0425175146,msrp,5.99
0425175146,isbn,0425175146
0425175146,isbn10,0425175146
042517607X,edition,Berkley Ed.
042517607X,dimensions,"Height: 6.75 Inches, Length: 4.17 Inches, Weight: 0.3 Pounds, Width: 0.81 Inches"
042517607X,isbn13,9780425176078
042517607X,msrp,0.00
042517607X,isbn,042517607X
042517607X,isbn10,042517607X
0425176096,dimensions,"Height: 6.7 Inches, Length: 4.3 Inches, Weight: 1 Pounds, Width: 0.75 Inches"
0425176096,isbn13,9780425176092
0425176096,msrp,7.11
0425176096,isbn,0425176096
0425176096,isbn10,0425176096
0425176320,edition,Reissue
0425176320,dimensions,"Height: 6.8 Inches, Length: 4.24 Inches, Weight: 0.4 Pounds, Width: 0.98 Inches"
0425176320,isbn13,9780425176320
0425176320,msrp,1.99
0425176320,isbn,0425176320
0425176320,isbn10,0425176320
0425177181,edition,3rd
0425177181,dimensions,"Height: 6.7 Inches, Length: 4.2 Inches, Weight: 0.39 Pounds, Width: 1 Inches"
0425177181,isbn13,9780425177181
0425177181,msrp,8.99
0425177181,isbn,0425177181
0425177181,isbn10,0425177181
0425177440,edition,1st
0425177440,dimensions,"Height: 6.72 Inches, Length: 4.2 Inches, Weight: 0.3 Pounds, Width: 0.68 Inches"
0425177440,isbn13,9780425177440
0425177440,msrp,1.99
0425177440,isbn,0425177440
0425177440,isbn10,0425177440
0425177866,dimensions,"Height: 6.72 Inches, Length: 4.2 Inches, Weight: 0.35 Pounds, Width: 0.84 Inches"
0425177866,isbn13,9780425177860
0425177866,msrp,1.99
0425177866,isbn,0425177866
0425177866,isbn10,0425177866
0425178099,dimensions,"Height: 6.72 Inches, Length: 4.3 Inches, Weight: 0.35 Pounds, Width: 0.84 Inches"
0425178099,isbn13,9780425178096
0425178099,msrp,4.99
0425178099,isbn,0425178099
0425178099,isbn10,0425178099
0425178161,dimensions,"Height: 6.72 Inches, Length: 4.3 Inches, Width: 0.28 Inches"
0425178161,isbn13,9780425178164
0425178161,msrp,1.99
0425178161,isbn,0425178161
0425178161,isbn10,0425178161
0425178331,dimensions,"Height: 8 Inches, Length: 5.22 Inches, Weight: 0.75 Pounds, Width: 0.99 Inches"
0425178331,isbn13,9780425178331
0425178331,msrp,14
0425178331,isbn,0425178331
0425178331,isbn10,0425178331
0425178366,dimensions,"Height: 7.98 Inches, Length: 5.18 Inches, Weight: 0.55 Pounds, Width: 0.82 Inches"
0425178366,isbn13,9780425178362
0425178366,msrp,1.99
0425178366,isbn,0425178366
0425178366,isbn10,0425178366
0425178528,dimensions,"Height: 6.74 Inches, Length: 4.18 Inches, Weight: 0.3 Pounds, Width: 1.02 Inches"
0425178528,isbn13,9780425178522
0425178528,msrp,6.99
0425178528,isbn,0425178528
0425178528,isbn10,0425178528
0425179230,dimensions,"Height: 6.74 Inches, Length: 4.24 Inches, Weight: 0.39 Pounds, Width: 0.94 Inches"
0425179230,isbn13,9780425179239
0425179230,msrp,8.99
0425179230,isbn,0425179230
0425179230,isbn10,0425179230
0425179559,edition,Reissue
0425179559,dimensions,"Height: 7.51 Inches, Length: 4.26 Inches, Weight: 0.49 Pounds, Width: 0.93 Inches"
0425179559,isbn13,9780425179550
0425179559,msrp,9.99
0425179559,isbn,0425179559
0425179559,isbn10,0425179559
0425179621,edition,Reissue
0425179621,dimensions,"Height: 7.99 Inches, Length: 5.14 Inches, Weight: 0.31 Pounds, Width: 0.45 Inches"
0425179621,isbn13,9780425179628
0425179621,msrp,14
0425179621,isbn,0425179621
0425179621,isbn10,0425179621
0425179672,edition,Reissue
0425179672,dimensions,"Height: 7.94 Inches, Length: 5.06 Inches, Weight: 0.75 Pounds, Width: 0.92 Inches"
0425179672,isbn13,9780425179673
0425179672,msrp,15.42
0425179672,isbn,0425179672
0425179672,isbn10,0425179672
0425181200,dimensions,"Height: 6.7 Inches, Length: 4.2 Inches, Weight: 0.43 Pounds, Width: 0.95 Inches"
0425181200,isbn13,9780425181201
0425181200,msrp,8.2
0425181200,isbn,0425181200
0425181200,isbn10,0425181200
042518188X,edition,1st
042518188X,dimensions,"Height: 8.52 Inches, Length: 5.62 Inches, Weight: 0.9 Pounds, Width: 0.91 Inches"
042518188X,isbn13,9780425181881
042518188X,msrp,0.00
042518188X,isbn,042518188X
042518188X,isbn10,042518188X
0425181898,edition,1st
0425181898,dimensions,"Height: 8.6 Inches, Length: 5.64 Inches, Weight: 1.05 Pounds, Width: 1.14 Inches"
0425181898,isbn13,9780425181898
0425181898,msrp,22.95
0425181898,isbn,0425181898
0425181898,isbn10,0425181898
0425182800,edition,Reissue
0425182800,dimensions,"Height: 7.59 Inches, Length: 5.17 Inches, Weight: 0.35 Pounds, Width: 0.51 Inches"
0425182800,isbn13,9780425182802
0425182800,msrp,6.99
0425182800,isbn,0425182800
0425182800,isbn10,0425182800
0425183009,dimensions,"Height: 6.76 Inches, Length: 4.12 Inches, Weight: 0.41 Pounds, Width: 1 Inches"
0425183009,isbn13,9780425183007
0425183009,msrp,8.99
0425183009,isbn,0425183009
0425183009,isbn10,0425183009
0425183750,edition,~
0425183750,dimensions,"Height: 6.73 Inches, Length: 4.21 Inches, Weight: 0.36 Pounds, Width: 0.92 Inches"
0425183750,isbn13,9780425183755
0425183750,msrp,8.99
0425183750,isbn,0425183750
0425183750,isbn10,0425183750
0425184307,edition,Berkley Prime Crime Mass Market Edition
0425184307,dimensions,"Height: 6.6 Inches, Length: 4.2 Inches, Width: 0.9 Inches"
0425184307,isbn13,9780425184301
0425184307,msrp,7.99
0425184307,isbn,0425184307
0425184307,isbn10,0425184307
0425184544,edition,First Edition
0425184544,dimensions,"Height: 6.74 Inches, Length: 4.28 Inches, Width: 0.87 Inches"
0425184544,isbn13,9780425184547
0425184544,msrp,6.5
0425184544,isbn,0425184544
0425184544,isbn10,0425184544
0425185338,dimensions,"Height: 7.96 Inches, Length: 5.14 Inches, Weight: 0.6 Pounds, Width: 0.87 Inches"
0425185338,isbn13,9780425185339
0425185338,msrp,13
0425185338,isbn,0425185338
0425185338,isbn10,0425185338
042518546X,edition,~
042518546X,dimensions,Weight: 0.3196702799 Pounds
042518546X,isbn13,9780425185469
042518546X,msrp,7.99
042518546X,isbn,042518546X
042518546X,isbn10,042518546X
042518613X,edition,1st
042518613X,dimensions,"Height: 8.9 Inches, Length: 6 Inches, Weight: 1.025 Pounds, Width: 1 Inches"
042518613X,isbn13,9780425186138
042518613X,msrp,13.98
042518613X,isbn,042518613X
042518613X,isbn10,042518613X
042518627X,edition,F First Paperback Edition Used
042518627X,dimensions,"Height: 5 Inches, Length: 7 Inches, Weight: 0.55 Pounds, Width: 1 Inches"
042518627X,isbn13,9780425186275
042518627X,msrp,0.00
042518627X,isbn,042518627X
042518627X,isbn10,042518627X
042518904X,edition,Reprint
042518904X,dimensions,"Height: 7.48 Inches, Length: 4.25 Inches, Weight: 0.51 Pounds, Width: 0.93 Inches"
042518904X,isbn13,9780425189047
042518904X,msrp,9.99
042518904X,isbn,042518904X
042518904X,isbn10,042518904X
0425192784,edition,First Printing
0425192784,dimensions,"Height: 6.84 Inches, Length: 4.36 Inches, Weight: 0.35 Pounds, Width: 0.96 Inches"
0425192784,isbn13,9780425192788
0425192784,msrp,7.99
0425192784,isbn,0425192784
0425192784,isbn10,0425192784
0425193721,edition,Reprint
0425193721,dimensions,"Height: 6.69 Inches, Length: 4.21 Inches, Weight: 0.51 Pounds, Width: 1.18 Inches"
0425193721,isbn13,9780425193723
0425193721,msrp,8.99
0425193721,isbn,0425193721
0425193721,isbn10,0425193721
0425193942,edition,Reprint
0425193942,dimensions,"Height: 7.97 Inches, Length: 5.12 Inches, Weight: 0.83 Pounds, Width: 0.99 Inches"
0425193942,isbn13,9780425193945
0425193942,msrp,16
0425193942,isbn,0425193942
0425193942,isbn10,0425193942
042519471X,edition,1st
042519471X,dimensions,"Height: 6.71 Inches, Length: 4.2 Inches, Weight: 0.35 Pounds, Width: 0.8 Inches"
042519471X,isbn13,9780425194713
042519471X,msrp,7.99
042519471X,isbn,042519471X
042519471X,isbn10,042519471X
0425196933,edition,1st
0425196933,dimensions,"Height: 8.58 Inches, Length: 5.54 Inches, Width: 1.3 Inches"
0425196933,isbn13,9780425196939
0425196933,msrp,23.95
0425196933,isbn,0425196933
0425196933,isbn10,0425196933
0425197395,edition,Reprint
0425197395,dimensions,"Height: 7.5 Inches, Length: 4.19 Inches, Weight: 0.5 Pounds, Width: 0.99 Inches"
0425197395,isbn13,9780425197394
0425197395,msrp,9.99
0425197395,isbn,0425197395
0425197395,isbn10,0425197395
0425198138,edition,First Edition first Printing
0425198138,dimensions,"Height: 8.56 Inches, Length: 5.64 Inches, Weight: 0.89948602896 Pounds, Width: 0.98 Inches"
0425198138,isbn13,9780425198131
0425198138,msrp,19.95
0425198138,isbn,0425198138
0425198138,isbn10,0425198138
0436236958,dimensions,"ix, 143 p. : ill. ; 23 cm."
0436236958,isbn13,9780436236952
0436236958,msrp,0.00
0436236958,isbn,0436236958
0436236958,isbn10,0436236958
0439043638,edition,1st
0439043638,dimensions,"Height: 8 Inches, Length: 5.25 Inches, Width: 0.25 Inches"
0439043638,isbn13,9780439043632
0439043638,msrp,4.5
0439043638,isbn,0439043638
0439043638,isbn10,0439043638
0439049989,edition,Illustrated
0439049989,dimensions,"Height: 7.6 Inches, Length: 5.3 Inches, Weight: 0.31 Pounds, Width: 0.39 Inches"
0439049989,isbn13,9780439049986
0439049989,msrp,5.99
0439049989,isbn,0439049989
0439049989,isbn10,0439049989
0439079462,edition,Illustrated
0439079462,dimensions,"Height: 8.4 Inches, Length: 9.8 Inches, Weight: 0.2 Pounds, Width: 0.2 Inches"
0439079462,isbn13,9780439079464
0439079462,msrp,5.7
0439079462,isbn,0439079462
0439079462,isbn10,0439079462
0439087589,dimensions,"Height: 8.5 Inches, Length: 5.75 Inches, Weight: 1.05 Pounds, Width: 0.75 Inches"
0439087589,isbn13,9780439087582
0439087589,msrp,16.95
0439087589,isbn,0439087589
0439087589,isbn10,0439087589
0439098238,edition,First Edition
0439098238,dimensions,"Height: 8.75 Inches, Length: 5.5 Inches, Weight: 0.85 Pounds, Width: 1 Inches"
0439098238,isbn13,9780439098236
0439098238,msrp,0.00
0439098238,isbn,0439098238
0439098238,isbn10,0439098238
0439112109,edition,1st
0439112109,dimensions,"Height: 7.75 Inches, Length: 5.5 Inches, Weight: 0.55 Pounds, Width: 0.75 Inches"
0439112109,isbn13,9780439112109
0439112109,msrp,10.95
0439112109,isbn,0439112109
0439112109,isbn10,0439112109
043913742X,dimensions,"Height: 8 Inches, Length: 5.25 Inches, Weight: 0.20062065842 Pounds, Width: 0.25 Inches"
043913742X,isbn13,9780439137423
043913742X,msrp,4.5
043913742X,isbn,043913742X
043913742X,isbn10,043913742X
0439206634,edition,1st
0439206634,dimensions,"Height: 12.2 Inches, Length: 9.28 Inches, Weight: 1.05 Pounds, Width: 0.43 Inches"
0439206634,isbn13,9780439206631
0439206634,msrp,17.99
0439206634,isbn,0439206634
0439206634,isbn10,0439206634
043920822X,edition,1
043920822X,dimensions,"Height: 9 Inches, Length: 6.5 Inches, Weight: 1.01 Pounds, Width: 0.5 Inches"
043920822X,isbn13,9780439208222
043920822X,msrp,2.75
043920822X,isbn,043920822X
043920822X,isbn10,043920822X
0439217989,dimensions,"Height: 7.75 Inches, Length: 5.5 Inches, Weight: 0.35 Pounds, Width: 0.75 Inches"
0439217989,isbn13,9780439217989
0439217989,msrp,5.99
0439217989,isbn,0439217989
0439217989,isbn10,0439217989
0439222737,dimensions,"Height: 6.75 Inches, Length: 4.75 Inches, Width: 0.5 Inches"
0439222737,isbn13,9780439222730
0439222737,msrp,4.99
0439222737,isbn,0439222737
0439222737,isbn10,0439222737
0439230187,dimensions,"Height: 7.5 Inches, Length: 5 Inches, Weight: 0.35 Pounds, Width: 0.25 Inches"
0439230187,isbn13,9780439230186
0439230187,msrp,3.99
0439230187,isbn,0439230187
0439230187,isbn10,0439230187
043923641X,dimensions,"Height: 7.75 Inches, Length: 5.5 Inches, Weight: 8.6421201060688 Pounds, Width: 0.25 Inches"
043923641X,isbn13,9780439236416
043923641X,msrp,0.00
043923641X,isbn,043923641X
043923641X,isbn10,043923641X
0439259819,dimensions,"Height: 9.25 Inches, Length: 7.75 Inches, Weight: 1.01 Pounds, Width: 0.25 Inches"
0439259819,isbn13,9780439259811
0439259819,msrp,4.99
0439259819,isbn,0439259819
0439259819,isbn10,0439259819
0439265983,edition,1
0439265983,dimensions,"Height: 9.25 Inches, Length: 6.25 Inches, Weight: 1.8 Pounds, Width: 1.25 Inches"
0439265983,isbn13,9780439265980
0439265983,msrp,17.95
0439265983,isbn,0439265983
0439265983,isbn10,0439265983
0439306396,edition,Reprint
0439306396,dimensions,"Height: 7.25 Inches, Length: 5.25 Inches, Width: 0.5 Inches"
0439306396,isbn13,9780439306393
0439306396,msrp,4.99
0439306396,isbn,0439306396
0439306396,isbn10,0439306396
0439314348,dimensions,Weight: 0.02 Pounds
0439314348,isbn13,9780439314343
0439314348,msrp,4.99
0439314348,isbn,0439314348
0439314348,isbn10,0439314348
0439318467,edition,1st Printing
0439318467,dimensions,"Height: 9 Inches, Length: 6 Inches, Weight: 0.14109584768 Pounds, Width: 0.25 Inches"
0439318467,isbn13,9780439318464
0439318467,msrp,3.99
0439318467,isbn,0439318467
0439318467,isbn10,0439318467
0439321611,edition,First Edition
0439321611,dimensions,Weight: 0.37 Pounds
0439321611,isbn13,9780439321617
0439321611,msrp,6.47
0439321611,isbn,0439321611
0439321611,isbn10,0439321611
0439328535,isbn13,9780439328531
0439328535,msrp,0.00
0439328535,isbn,0439328535
0439328535,isbn10,0439328535
0439333385,dimensions,"Height: 7.75 Inches, Length: 5.5 Inches, Weight: 0.15 Pounds, Width: 0.5 Inches"
0439333385,isbn13,9780439333382
0439333385,msrp,3.99
0439333385,isbn,0439333385
0439333385,isbn10,0439333385
0439339219,dimensions,"Height: 7.5 Inches, Length: 5.25 Inches, Weight: 0.24030386558 Pounds, Width: 0.25 Inches"
0439339219,isbn13,9780439339216
0439339219,msrp,1.99
0439339219,isbn,0439339219
0439339219,isbn10,0439339219
0439343895,edition,Reprint
0439343895,dimensions,"Height: 7.5 Inches, Length: 5.25 Inches, Weight: 0.25 Pounds, Width: 0.5 Inches"
0439343895,isbn13,9780439343893
0439343895,msrp,4.99
0439343895,isbn,0439343895
0439343895,isbn10,0439343895
0439368634,edition,1st
0439368634,isbn13,9780439368636
0439368634,msrp,0.00
0439368634,isbn,0439368634
0439368634,isbn10,0439368634
0439372992,edition,1st
0439372992,dimensions,"Height: 8.25 Inches, Length: 0.5 Inches, Width: 0.25 Inches"
0439372992,isbn13,9780439372992
0439372992,msrp,16.95
0439372992,isbn,0439372992
0439372992,isbn10,0439372992
0439379695,edition,Translation
0439379695,dimensions,"Height: 9 Inches, Length: 6 Inches, Weight: 0.15 Pounds, Width: 0.25 Inches"
0439379695,isbn13,9780439379694
0439379695,msrp,3.99
0439379695,isbn,0439379695
0439379695,isbn10,0439379695
0439395631,edition,First Edition
0439395631,dimensions,"Height: 8.25 Inches, Length: 5.5 Inches, Weight: 0.73 Pounds, Width: 0.5 Inches"
0439395631,isbn13,9780439395632
0439395631,msrp,52.65
0439395631,isbn,0439395631
0439395631,isbn10,0439395631
0439401860,edition,First Edition
0439401860,dimensions,"Height: 9.5 Inches, Length: 6 Inches, Weight: 0.85 Pounds, Width: 0.5 Inches"
0439401860,isbn13,9780439401869
0439401860,msrp,15.95
0439401860,isbn,0439401860
0439401860,isbn10,0439401860
0439403960,edition,"Deluxe, Anniversary"
0439403960,dimensions,"Height: 11.25 Inches, Length: 10.25 Inches, Weight: 1.05 Pounds, Width: 0.25 Inches"
0439403960,isbn13,9780439403962
0439403960,msrp,14.95
0439403960,isbn,0439403960
0439403960,isbn10,0439403960
0439420784,edition,Reissue
0439420784,dimensions,"Height: 7.5 Inches, Length: 5.25 Inches, Weight: 0.16755131912 Pounds, Width: 0.5 Inches"
0439420784,isbn13,9780439420785
0439420784,msrp,4.99
0439420784,isbn,0439420784
0439420784,isbn10,0439420784
0439420806,dimensions,"Height: 7.5 Inches, Length: 5.25 Inches, Weight: 0.20282528104 Pounds, Width: 0.5 Inches"
0439420806,isbn13,9780439420808
0439420806,msrp,0.00
0439420806,isbn,0439420806
0439420806,isbn10,0439420806
0439426294,dimensions,"Height: 7.5 Inches, Length: 5.25 Inches, Weight: 0.2 Pounds, Width: 0.25 Inches"
0439426294,isbn13,9780439426299
0439426294,msrp,3.99
0439426294,isbn,0439426294
0439426294,isbn10,0439426294
